KR4201H52576,KR4101H60001,-1,1,299
KR4201H52576,KR4101H60001,0,-1,286
KR4201H52576,KR4101H60001,0,0,713
KR4201H52576,KR4101H60001,0,1,64
KR4201H52576,KR4101H60001,1,-1,527
KR4201H52576,KR4101H60001,1,0,1512
KR4201H52576,KR4101H60001,1,1,115
KR4201H52576,KR4201H52576,-1,-1,1866
KR4201H52576,KR4201H52576,-1,0,4027
KR4201H52576,KR4201H52576,-1,1,525
KR4201H52576,KR4201H52576,0,-1,174
KR4201H52576,KR4201H52576,0,0,783
KR4201H52576,KR4201H52576,0,1,106
KR4201H52576,KR4201H52576,1,-1,548
KR4201H52576,KR4201H52576,1,0,1475
KR4201H52576,KR4201H52576,1,1,131
KR4201H52576,KR4201H52600,-1,-1,825
KR4201H52576,KR4201H52600,-1,0,5370
KR4201H52576,KR4201H52600,-1,1,223
KR4201H52576,KR4201H52600,0,-1,160
KR4201H52576,KR4201H52600,0,0,857
KR4201H52576,KR4201H52600,0,1,46
KR4201H52576,KR4201H52600,1,-1,262
KR4201H52576,KR4201H52600,1,0,1793
KR4201H52576,KR4201H52600,1,1,99
KR4201H52576,KR4201H52626,-1,-1,679
KR4201H52576,KR4201H52626,-1,0,5609
KR4201H52576,KR4201H52626,-1,1,130
KR4201H52576,KR4201H52626,0,-1,114
KR4201H52576,KR4201H52626,0,0,926
KR4201H52576,KR4201H52626,0,1,23
KR4201H52576,KR4201H52626,1,-1,234
KR4201H52576,KR4201H52626,1,0,1871
KR4201H52576,KR4201H52626,1,1,49
KR4201H52576,KR4201H52659,-1,-1,385
KR4201H52576,KR4201H52659,-1,0,5999
KR4201H52576,KR4201H52659,-1,1,34
KR4201H52576,KR4201H52659,0,-1,72
KR4201H52576,KR4201H52659,0,0,980
KR4201H52576,KR4201H52659,0,1,11
KR4201H52576,KR4201H52659,1,-1,155
KR4201H52576,KR4201H52659,1,0,1978
KR4201H52576,KR4201H52659,1,1,21
KR4201H52600,KR4101H60001,-1,-1,1155
KR4201H52600,KR4101H60001,-1,0,3875
KR4201H52600,KR4101H60001,-1,1,239
KR4201H52600,KR4101H60001,0,-1,257
KR4201H52600,KR4101H60001,0,0,656
KR4201H52600,KR4101H60001,0,1,48
KR4201H52600,KR4101H60001,1,-1,375
KR4201H52600,KR4101H60001,1,0,1025
KR4201H52600,KR4101H60001,1,1,77
KR4201H52600,KR4201H52576,-1,-1,841
KR4201H52600,KR4201H52576,-1,0,4177
KR4201H52600,KR4201H52576,-1,1,251
KR4201H52600,KR4201H52576,0,-1,167
KR4201H52600,KR4201H52576,0,0,720
KR4201H52600,KR4201H52576,0,1,74
KR4201H52600,KR4201H52576,1,-1,201
KR4201H52600,KR4201H52576,1,0,1158
KR4201H52600,KR4201H52576,1,1,118
KR4201H52600,KR4201H52600,-1,-1,1358
KR4201H52600,KR4201H52600,-1,0,3596
KR4201H52600,KR4201H52600,-1,1,315
KR4201H52600,KR4201H52600,0,-1,114
KR4201H52600,KR4201H52600,0,0,779
KR4201H52600,KR4201H52600,0,1,68
KR4201H52600,KR4201H52600,1,-1,307
KR4201H52600,KR4201H52600,1,0,1115
KR4201H52600,KR4201H52600,1,1,55
KR4201H52600,KR4201H52626,-1,-1,585
KR4201H52600,KR4201H52626,-1,0,4553
KR4201H52600,KR4201H52626,-1,1,131
KR4201H52600,KR4201H52626,0,-1,137
KR4201H52600,KR4201H52626,0,0,799
KR4201H52600,KR4201H52626,0,1,25
KR4201H52600,KR4201H52626,1,-1,172
KR4201H52600,KR4201H52626,1,0,1253
KR4201H52600,KR4201H52626,1,1,52
KR4201H52600,KR4201H52659,-1,-1,328
KR4201H52600,KR4201H52659,-1,0,4907
KR4201H52600,KR4201H52659,-1,1,34
KR4201H52600,KR4201H52659,0,-1,58
KR4201H52600,KR4201H52659,0,0,893
KR4201H52600,KR4201H52659,0,1,10
KR4201H52600,KR4201H52659,1,-1,100
KR4201H52600,KR4201H52659,1,0,1364
KR4201H52600,KR4201H52659,1,1,13
KR4201H52626,KR4101H60001,-1,-1,941
KR4201H52626,KR4101H60001,-1,0,3419
KR4201H52626,KR4101H60001,-1,1,201
KR4201H52626,KR4101H60001,0,-1,153
KR4201H52626,KR4101H60001,0,0,462
KR4201H52626,KR4101H60001,0,1,34
KR4201H52626,KR4101H60001,1,-1,186
KR4201H52626,KR4101H60001,1,0,673
KR4201H52626,KR4101H60001,1,1,46
KR4201H52626,KR4201H52576,-1,-1,676
KR4201H52626,KR4201H52576,-1,0,3662
KR4201H52626,KR4201H52576,-1,1,223
KR4201H52626,KR4201H52576,0,-1,111
KR4201H52626,KR4201H52576,0,0,496
KR4201H52626,KR4201H52576,0,1,42
KR4201H52626,KR4201H52576,1,-1,135
KR4201H52626,KR4201H52576,1,0,707
KR4201H52626,KR4201H52576,1,1,63
KR4201H52626,KR4201H52600,-1,-1,596
KR4201H52626,KR4201H52600,-1,0,3783
KR4201H52626,KR4201H52600,-1,1,182
KR4201H52626,KR4201H52600,0,-1,101
KR4201H52626,KR4201H52600,0,0,505
KR4201H52626,KR4201H52600,0,1,43
KR4201H52626,KR4201H52600,1,-1,120
KR4201H52626,KR4201H52600,1,0,740
KR4201H52626,KR4201H52600,1,1,45
KR4201H52626,KR4201H52626,-1,-1,1171
KR4201H52626,KR4201H52626,-1,0,3177
KR4201H52626,KR4201H52626,-1,1,213
KR4201H52626,KR4201H52626,0,-1,70
KR4201H52626,KR4201H52626,0,0,534
KR4201H52626,KR4201H52626,0,1,45
KR4201H52626,KR4201H52626,1,-1,203
KR4201H52626,KR4201H52626,1,0,686
KR4201H52626,KR4201H52626,1,1,16
KR4201H52626,KR4201H52659,-1,-1,290
KR4201H52626,KR4201H52659,-1,0,4239
KR4201H52626,KR4201H52659,-1,1,32
KR4201H52626,KR4201H52659,0,-1,39
KR4201H52626,KR4201H52659,0,0,601
KR4201H52626,KR4201H52659,0,1,9
KR4201H52626,KR4201H52659,1,-1,74
KR4201H52626,KR4201H52659,1,0,819
KR4201H52626,KR4201H52659,1,1,12
KR4201H52659,KR4101H60001,-1,-1,616
KR4201H52659,KR4101H60001,-1,0,2104
KR4201H52659,KR4101H60001,-1,1,135
KR4201H52659,KR4101H60001,0,-1,84
KR4201H52659,KR4101H60001,0,0,182
KR4201H52659,KR4101H60001,0,1,12
KR4201H52659,KR4101H60001,1,-1,58
KR4201H52659,KR4101H60001,1,0,215
KR4201H52659,KR4101H60001,1,1,15
KR4201H52659,KR4201H52576,-1,-1,380
KR4201H52659,KR4201H52576,-1,0,2346
KR4201H52659,KR4201H52576,-1,1,129
KR4201H52659,KR4201H52576,0,-1,45
KR4201H52659,KR4201H52576,0,0,213
KR4201H52659,KR4201H52576,0,1,20
KR4201H52659,KR4201H52576,1,-1,39
KR4201H52659,KR4201H52576,1,0,216
KR4201H52659,KR4201H52576,1,1,33
KR4201H52659,KR4201H52600,-1,-1,334
KR4201H52659,KR4201H52600,-1,0,2444
KR4201H52659,KR4201H52600,-1,1,77
KR4201H52659,KR4201H52600,0,-1,32
KR4201H52659,KR4201H52600,0,0,222
KR4201H52659,KR4201H52600,0,1,24
KR4201H52659,KR4201H52600,1,-1,37
KR4201H52659,KR4201H52600,1,0,232
KR4201H52659,KR4201H52600,1,1,19
KR4201H52659,KR4201H52626,-1,-1,317
KR4201H52659,KR4201H52626,-1,0,2465
KR4201H52659,KR4201H52626,-1,1,73
KR4201H52659,KR4201H52626,0,-1,25
KR4201H52659,KR4201H52626,0,0,246
KR4201H52659,KR4201H52626,0,1,7
KR4201H52659,KR4201H52626,1,-1,23
KR4201H52659,KR4201H52626,1,0,257
KR4201H52659,KR4201H52626,1,1,8
KR4201H52659,KR4201H52659,-1,-1,729
KR4201H52659,KR4201H52659,-1,0,2080
KR4201H52659,KR4201H52659,-1,1,46
KR4201H52659,KR4201H52659,0,-1,24
KR4201H52659,KR4201H52659,0,0,249
KR4201H52659,KR4201H52659,0,1,5
KR4201H52659,KR4201H52659,1,-1,49
KR4201H52659,KR4201H52659,1,0,236
KR4201H52659,KR4201H52659,1,1,3
